prices_per_night,ratings,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,log_num_reviews,aparcamiento e instalaciones,baño,calefacción y refrigeración,características de la ubicación,cocina y comedor,dormitorio y lavandería,entretenimiento,exterior,internet y oficina,para familias,privacidad y seguridad,seguridad en el hogar,servicios,habitacion,alojamiento entero
97.0,4.78,70.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,1.0,3.0,2.0,0.0,7.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
121.0,0.0,70.0,1.0,3.0,1.0,4.0,960.0,660.0,8.0,0.0,2.0,5.0,2.0,1.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
50.0,4.5,20.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,3.4339872044851463,0.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
43.0,0.0,35.0,1.0,3.0,0.5,4.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
120.0,4.37,150.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,4.0943445622221,2.0,5.0,2.0,1.0,13.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
129.0,4.89,35.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,0.0,0.0,4.0,2.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
103.0,4.63,85.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,3.4339872044851463,1.0,4.0,2.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,4.81,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.973809611869261,3.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
264.0,5.0,0.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,2.0,5.0,2.0,0.0,13.0,9.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
91.0,4.79,0.0,1.0,1.0,1.0,3.0,960.0,660.0,8.0,3.2188758248682006,1.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,4.83,50.0,2.0,3.0,1.0,4.0,880.0,660.0,9.333333333333334,0.0,2.0,4.0,3.0,0.0,13.0,9.0,2.0,3.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0
52.0,4.91,15.0,1.0,1.0,0.5,1.0,780.0,600.0,11.0,0.0,1.0,5.0,1.0,0.0,9.0,9.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0
102.0,4.96,85.0,2.0,2.0,1.0,3.0,900.0,660.0,9.0,0.0,3.0,5.0,2.0,0.0,13.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
115.0,4.7,0.0,2.0,2.0,1.0,4.0,960.0,660.0,8.0,3.713572066704308,1.0,4.0,2.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,4.6,5.0,1.0,1.0,1.0,1.0,960.0,720.0,8.0,5.262690188904886,0.0,4.0,0.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,0.0,45.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
108.0,4.66,90.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,3.7376696182833684,1.0,5.0,2.0,0.0,14.0,8.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0
115.0,4.94,80.0,1.0,1.0,1.0,2.0,960.0,600.0,8.0,0.0,2.0,6.0,2.0,2.0,14.0,9.0,3.0,3.0,1.0,3.0,0.0,5.0,3.0,0.0,0.0
85.0,4.83,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.932245187448011,3.0,3.0,2.0,0.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
40.0,4.45,0.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,2.4849066497880004,1.0,1.0,0.0,1.0,1.0,11.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0
120.0,4.66,0.0,2.0,3.0,1.0,4.0,900.0,600.0,9.0,4.948759890378168,1.0,3.0,3.0,2.0,10.0,9.0,1.0,1.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0
103.0,4.59,0.0,1.0,1.0,1.0,3.0,960.0,660.0,8.0,3.1354942159291497,1.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,5.0,20.0,1.0,2.0,1.0,4.0,960.0,660.0,8.0,0.0,1.0,3.0,3.0,1.0,13.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
111.0,4.89,0.0,2.0,5.0,1.0,4.0,1020.0,720.0,7.0,5.19295685089021,2.0,4.0,2.0,1.0,9.0,8.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
124.0,4.91,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
152.0,4.54,60.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,5.170483995038151,2.0,7.0,2.0,1.0,14.0,9.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
52.0,0.0,50.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
85.0,4.97,0.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0
20.0,4.54,25.0,1.0,1.0,0.5,2.0,960.0,660.0,8.0,4.1588830833596715,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
40.0,4.8,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.127134385045092,2.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
45.0,4.83,0.0,1.0,1.0,0.0,1.0,960.0,780.0,8.0,5.365976015021851,2.0,8.0,2.0,0.0,10.0,5.0,0.0,5.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
122.0,4.33,150.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,4.110873864173311,1.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
137.0,5.0,150.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,1.6094379124341003,0.0,0.0,2.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,4.13,40.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.219507705176107,1.0,4.0,1.0,0.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0
20.0,4.58,20.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,4.276666119016055,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
65.0,4.61,20.0,1.0,1.0,1.0,2.0,840.0,720.0,10.0,6.1903154058531475,1.0,3.0,2.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
96.0,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0986122886681098,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,4.25,75.0,2.0,3.0,1.0,5.0,900.0,660.0,9.0,3.044522437723423,0.0,4.0,2.0,0.0,12.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
169.0,4.76,100.0,3.0,9.0,4.0,10.0,900.0,660.0,9.0,5.717027701406222,3.0,3.0,2.0,0.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0
176.0,4.66,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,5.099866427824199,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
115.0,4.6,60.0,2.0,5.0,1.0,6.0,900.0,600.0,9.0,1.791759469228055,0.0,5.0,2.0,0.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,4.95,0.0,3.0,3.0,1.0,4.0,900.0,660.0,9.0,0.0,2.0,4.0,2.0,0.0,15.0,9.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
38.0,4.8,7.0,1.0,1.0,1.0,2.0,780.0,600.0,11.0,4.844187086458591,0.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
102.0,4.88,15.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,0.0,1.0,6.0,4.0,1.0,15.0,9.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0
36.0,4.25,0.0,1.0,1.0,0.5,2.0,820.0,660.0,10.333333333333334,1.6094379124341003,0.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
146.0,4.75,65.0,2.0,3.0,2.0,6.0,900.0,660.0,9.0,5.5254529391317835,1.0,2.0,2.0,0.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
45.0,4.65,0.0,1.0,1.0,0.5,2.0,860.0,660.0,9.666666666666666,4.110873864173311,1.0,5.0,1.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
57.0,5.0,0.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,0.0,0.0,4.0,3.0,1.0,13.0,9.0,2.0,3.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0
36.0,0.0,25.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,1.0986122886681098,1.0,5.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0
42.0,4.13,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
50.0,5.0,7.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,1.0,7.0,2.0,1.0,13.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0
113.0,4.0,45.0,2.0,2.0,1.0,4.0,900.0,720.0,9.0,2.0794415416798357,1.0,4.0,2.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
57.0,4.56,0.0,1.0,1.0,0.0,2.0,960.0,660.0,8.0,3.6109179126442243,0.0,4.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
63.0,4.93,0.0,1.0,4.0,1.0,2.0,900.0,780.0,9.0,0.0,2.0,7.0,3.0,1.0,6.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
119.0,4.9,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
180.0,5.0,0.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,0.0,2.0,5.0,2.0,0.0,12.0,6.0,3.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0
120.0,4.73,65.0,3.0,4.0,1.0,6.0,900.0,660.0,9.0,5.365976015021851,3.0,5.0,2.0,0.0,11.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
35.0,0.0,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,0.0,6.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
42.0,4.94,5.0,1.0,1.0,0.5,1.0,840.0,640.0,10.0,0.0,1.0,6.0,3.0,0.0,7.0,9.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0
119.0,4.91,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
70.0,4.77,30.0,3.0,4.0,1.0,5.0,1020.0,720.0,7.0,5.736572297479192,3.0,6.0,3.0,1.0,16.0,9.0,2.0,5.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
40.0,4.63,10.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,4.997212273764115,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
65.0,4.68,40.0,1.0,3.0,1.0,4.0,900.0,660.0,9.0,5.476463551931511,2.0,7.0,2.0,2.0,14.0,8.0,3.0,4.0,2.0,2.0,1.0,4.0,5.0,1.0,0.0
147.0,4.83,50.0,1.0,1.0,1.0,2.0,960.0,600.0,8.0,0.0,2.0,4.0,2.0,0.0,7.0,7.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0
52.0,5.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
100.0,4.89,130.0,1.0,4.0,1.0,4.0,900.0,600.0,9.0,4.477336814478207,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
60.0,4.89,0.0,1.0,1.0,0.5,2.0,780.0,720.0,11.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
111.0,4.89,0.0,2.0,3.0,1.0,5.0,900.0,600.0,9.0,0.0,3.0,8.0,2.0,4.0,14.0,8.0,1.0,2.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0
122.0,4.67,55.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,6.456769655572163,1.0,5.0,2.0,1.0,12.0,8.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0
118.0,4.84,0.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,5.517452896464707,2.0,6.0,3.0,0.0,8.0,8.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0
74.0,4.44,49.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,5.950642552587727,2.0,5.0,2.0,1.0,11.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
108.0,4.74,33.0,2.0,3.0,1.0,5.0,780.0,660.0,11.0,6.664409020350408,4.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
18.0,4.75,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,1.6094379124341003,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
110.0,4.85,33.0,1.0,2.0,1.0,4.0,780.0,660.0,11.0,6.525029657843462,4.0,4.0,2.0,0.0,9.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
23.0,4.54,0.0,1.0,12.0,0.5,1.0,900.0,660.0,9.0,5.8805329864007,2.0,1.0,2.0,0.0,8.0,4.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
98.0,5.0,20.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.6094379124341003,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
103.0,4.81,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,5.627621113690637,4.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0
90.0,5.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.791759469228055,1.0,6.0,2.0,1.0,14.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
131.0,4.77,0.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,6.453624998892692,1.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0
38.0,0.0,0.0,1.0,1.0,0.5,2.0,720.0,600.0,12.0,0.0,0.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
100.0,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
120.0,4.56,0.0,2.0,4.0,1.0,4.0,900.0,600.0,9.0,6.274762021241939,1.0,3.0,3.0,1.0,10.0,9.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
80.0,0.0,0.0,1.0,2.0,1.0,2.0,840.0,600.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
60.0,5.0,0.0,1.0,1.0,0.5,2.0,780.0,720.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90.0,0.0,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,1.0,5.0,2.0,1.0,9.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
26.0,4.31,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,6.856461984594587,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
77.0,4.64,30.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,5.6131281063880705,0.0,5.0,4.0,1.0,12.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,4.81,33.0,1.0,2.0,1.0,4.0,840.0,660.0,10.0,5.746203190540153,4.0,3.0,2.0,0.0,9.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
83.0,4.6,54.0,2.0,3.0,1.0,4.0,900.0,720.0,9.0,5.955837369464831,1.0,5.0,2.0,1.0,13.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
90.0,4.57,30.0,1.0,1.0,1.0,2.0,960.0,720.0,8.0,5.214935757608986,1.0,3.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,50.0,2.0,5.0,1.0,6.0,900.0,660.0,9.0,0.0,2.0,3.0,3.0,0.0,9.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,4.78,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,5.786897381366708,3.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0
119.0,4.93,0.0,2.0,2.0,2.0,5.0,900.0,600.0,9.0,3.4339872044851463,2.0,6.0,2.0,1.0,13.0,8.0,1.0,4.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0
129.0,4.89,35.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,0.0,0.0,4.0,2.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
40.0,4.8,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.127134385045092,2.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
110.0,4.74,75.0,2.0,3.0,2.0,5.0,900.0,660.0,9.0,5.093750200806762,1.0,2.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
110.0,4.65,30.0,1.0,1.0,1.0,2.0,960.0,720.0,8.0,6.318968113746434,1.0,3.0,2.0,0.0,7.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
88.0,4.73,90.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,5.0369526024136295,1.0,4.0,2.0,0.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,4.65,50.0,2.0,2.0,1.0,3.0,960.0,720.0,8.0,5.5053315359323625,2.0,2.0,2.0,0.0,8.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
125.0,4.56,0.0,2.0,4.0,1.0,4.0,900.0,600.0,9.0,5.093750200806762,1.0,3.0,3.0,0.0,12.0,9.0,1.0,3.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
116.0,4.78,0.0,2.0,3.0,1.0,3.0,900.0,600.0,9.0,5.337538079701318,1.0,3.0,3.0,1.0,10.0,8.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
110.0,4.54,55.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,5.6937321388027,1.0,2.0,1.0,0.0,9.0,5.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0
135.0,4.85,60.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,0.0,2.0,3.0,3.0,1.0,8.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
102.0,4.52,30.0,3.0,3.0,1.0,4.0,660.0,660.0,13.0,5.934894195619588,1.0,6.0,2.0,0.0,13.0,9.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
75.0,5.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.3862943611198906,0.0,7.0,2.0,1.0,13.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
110.0,4.92,0.0,2.0,3.0,1.0,4.0,840.0,600.0,10.0,0.0,2.0,2.0,2.0,0.0,8.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
19.0,4.75,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,1.6094379124341003,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
115.0,5.0,50.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,0.0,1.0,4.0,3.0,1.0,13.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0
45.0,4.93,10.0,1.0,1.0,0.5,1.0,780.0,600.0,11.0,0.0,1.0,5.0,2.0,0.0,10.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0
113.0,4.53,0.0,1.0,1.6666666666666667,1.0,2.0,960.0,660.0,8.0,5.342334251964811,1.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
140.0,4.92,0.0,3.0,4.0,2.0,5.0,960.0,720.0,8.0,0.0,0.0,4.0,2.0,0.0,9.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0
94.0,0.0,50.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,1.0,5.0,1.0,1.0,10.0,7.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
27.0,0.0,35.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,4.33,5.0,3.0,2.0,0.5,2.0,720.0,600.0,12.0,2.302585092994046,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
125.0,4.57,75.0,2.0,3.0,1.0,6.0,940.0,720.0,8.333333333333334,5.771441123130016,3.0,3.0,3.0,2.0,18.0,9.0,2.0,4.0,3.0,6.0,0.0,1.0,5.0,0.0,0.0
74.0,4.5,0.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,5.342334251964811,2.0,6.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0
80.0,4.92,20.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,4.189654742026425,0.0,6.0,2.0,1.0,4.0,5.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
78.0,4.44,28.0,1.0,2.0,1.0,3.0,720.0,800.0,12.0,5.204006687076795,1.0,5.0,2.0,0.0,9.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
139.0,4.9,75.0,3.0,3.0,1.0,3.0,840.0,660.0,10.0,0.0,1.0,6.0,4.0,3.0,17.0,10.0,3.0,4.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0
30.0,4.83,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,1.9459101490553132,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
160.0,4.87,60.0,4.0,7.0,2.0,11.0,960.0,660.0,8.0,0.0,5.0,8.0,3.0,1.0,15.0,10.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0
120.0,4.83,140.0,3.0,4.0,3.0,7.0,900.0,660.0,9.0,0.0,1.0,5.0,2.0,0.0,14.0,6.0,2.0,5.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0
146.0,4.96,45.0,2.0,4.0,1.0,5.0,900.0,660.0,9.0,0.0,1.0,6.0,3.0,2.0,17.0,10.0,3.0,1.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0
50.0,4.75,0.0,1.0,1.0,0.5,2.0,900.0,720.0,9.0,4.276666119016055,1.0,3.0,2.0,0.0,11.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0
100.0,4.54,50.0,1.0,2.0,1.0,3.0,900.0,680.0,9.0,5.332718793265369,1.0,6.0,2.0,0.0,5.0,9.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,4.71,50.0,1.0,3.0,1.0,4.0,960.0,660.0,8.0,5.293304824724492,1.0,3.0,4.0,2.0,13.0,9.0,1.0,3.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0
96.0,4.72,80.0,1.0,2.0,1.0,2.0,900.0,640.0,9.0,4.454347296253507,0.0,5.0,3.0,0.0,13.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
69.0,4.94,0.0,2.0,3.0,1.0,5.0,960.0,600.0,8.0,2.8903717578961645,2.0,5.0,3.0,1.0,13.0,10.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0
41.0,0.0,0.0,1.0,1.0,0.5,2.0,980.0,660.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
