prices_per_night,ratings,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,log_num_reviews,aparcamiento e instalaciones,baño,calefacción y refrigeración,características de la ubicación,cocina y comedor,dormitorio y lavandería,entretenimiento,exterior,internet y oficina,para familias,privacidad y seguridad,seguridad en el hogar,servicios,habitacion,alojamiento entero
50.0,4.43,0.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,2.70805020110221,1.0,2.0,0.0,1.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
125.0,0.0,0.0,1.0,4.333333333333333,1.0,2.0,900.0,660.0,9.0,0.0,0.0,6.0,2.0,0.0,14.0,7.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0
36.0,4.96,10.0,1.0,1.0,0.5,1.0,900.0,680.0,9.0,0.0,3.0,7.0,2.0,0.0,12.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
83.0,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,1.0,5.0,3.0,2.0,9.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0
40.0,4.0,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.8903717578961645,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,4.64,0.0,1.0,1.0,3.0,2.0,840.0,900.0,10.0,4.465908118654584,0.0,4.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
27.0,4.13,40.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.219507705176107,1.0,4.0,1.0,0.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0
52.0,4.19,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,3.4657359027997265,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
35.0,4.6,0.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,3.044522437723423,2.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
90.0,4.83,38.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,6.376726947898627,2.0,5.0,2.0,1.0,12.0,9.0,2.0,1.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
50.0,4.78,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.762173934797756,1.0,1.0,1.0,0.0,8.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
124.0,4.9,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66.0,4.67,50.0,1.0,2.0,1.0,2.0,840.0,600.0,10.0,6.113682179832232,2.0,3.0,4.0,0.0,9.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
40.0,4.35,5.0,1.0,1.0,1.0,2.0,720.0,660.0,12.0,3.044522437723423,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
83.0,4.48,55.0,2.0,3.0,1.0,5.0,900.0,660.0,9.0,5.147494476813453,1.0,3.0,2.0,0.0,8.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
76.0,4.61,50.0,2.0,2.0,1.0,3.0,840.0,600.0,10.0,6.154858094016418,1.0,3.0,4.0,1.0,12.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
161.0,4.68,0.0,2.0,4.0,1.0,6.0,900.0,660.0,9.0,5.3471075307174685,4.0,3.0,2.0,0.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0
35.0,4.48,0.0,1.0,2.0,0.5,2.0,960.0,660.0,8.0,3.1780538303479458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
65.0,4.55,60.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,6.045005314036012,1.0,5.0,3.0,1.0,12.0,10.0,2.0,1.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0
50.0,4.73,20.0,1.0,5.0,0.5,3.0,800.0,660.0,10.666666666666666,3.9512437185814275,1.0,4.0,2.0,2.0,13.0,7.0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0
37.0,4.83,0.0,1.0,1.0,0.5,2.0,780.0,600.0,11.0,0.0,1.0,7.0,2.0,1.0,11.0,8.0,1.0,3.0,2.0,0.0,1.0,4.0,6.0,1.0,0.0
44.0,4.75,0.0,1.0,1.0,0.5,1.0,960.0,660.0,8.0,1.6094379124341003,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
39.0,4.7,10.0,1.0,1.0,0.5,2.0,900.0,720.0,9.0,5.7430031878094825,3.0,6.0,2.0,2.0,13.0,8.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0
54.0,4.62,70.0,3.0,4.0,1.0,6.0,1020.0,660.0,7.0,5.700443573390687,2.0,6.0,4.0,1.0,13.0,10.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0
174.0,4.9,20.0,2.0,2.0,1.0,4.0,840.0,660.0,10.0,0.0,2.0,6.0,2.0,0.0,7.0,9.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0
85.0,4.83,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.932245187448011,3.0,3.0,2.0,0.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
47.0,4.48,20.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,3.4011973816621555,0.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
162.0,4.83,30.0,2.0,2.0,1.0,5.0,900.0,660.0,9.0,4.997212273764115,1.0,7.0,2.0,1.0,10.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,4.87,0.0,1.0,3.0,0.5,3.0,780.0,660.0,11.0,0.0,1.0,5.0,2.0,0.0,8.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
68.0,4.91,45.0,1.0,1.0,1.0,4.0,900.0,720.0,9.0,0.0,1.0,4.0,3.0,1.0,16.0,10.0,2.0,4.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0
50.0,4.78,30.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,4.976733742420574,2.0,5.0,2.0,1.0,9.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
97.0,4.69,45.0,1.3333333333333333,2.0,1.0,3.0,900.0,660.0,9.0,4.897839799950911,2.0,3.0,2.0,0.0,6.0,5.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0
38.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
58.0,4.83,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.9444389791664403,0.0,4.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
44.0,4.68,25.0,1.0,1.0,0.5,1.0,780.0,600.0,11.0,5.262690188904886,1.0,5.0,3.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
85.0,4.81,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.973809611869261,3.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
35.0,0.0,20.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,1.0986122886681098,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
50.0,4.72,0.0,1.0,4.0,0.5,4.0,900.0,660.0,9.0,6.476972362889683,3.0,4.0,3.0,1.0,12.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0
45.0,4.79,0.0,1.0,1.0,0.5,1.0,660.0,660.0,13.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
30.0,5.0,0.0,2.0,1.0,0.5,1.0,940.0,620.0,8.333333333333334,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
39.0,4.63,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.653960350157523,1.0,4.0,1.0,0.0,9.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
38.0,4.8,7.0,1.0,1.0,1.0,2.0,780.0,600.0,11.0,4.844187086458591,0.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
52.0,4.38,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
93.0,5.0,0.0,2.0,1.0,1.0,4.0,900.0,660.0,9.0,1.3862943611198906,0.0,2.0,2.0,0.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
75.0,4.74,40.0,2.0,2.0,1.0,3.0,900.0,720.0,9.0,5.1647859739235145,2.0,5.0,2.0,0.0,13.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
29.0,3.75,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,2.1972245773362196,0.0,6.0,2.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
107.0,4.62,70.0,2.0,4.0,1.0,5.0,900.0,660.0,9.0,5.707110264748875,1.0,3.0,2.0,1.0,7.0,8.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
180.0,4.57,0.0,5.0,5.0,2.0,7.0,900.0,660.0,9.0,4.969813299576001,2.0,4.0,2.0,1.0,13.0,9.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0
103.0,4.59,40.0,1.0,2.0,1.0,4.0,920.0,660.0,8.666666666666666,4.23410650459726,3.0,3.0,2.0,0.0,9.0,4.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
114.0,4.49,55.0,2.0,3.0,1.0,6.0,900.0,660.0,9.0,5.802118375377063,1.0,4.0,2.0,0.0,12.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
27.0,4.52,0.0,1.0,1.0,0.5,1.0,780.0,660.0,11.0,3.1780538303479458,1.0,5.0,1.0,0.0,8.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
26.0,4.6,0.0,1.0,10.0,0.5,1.0,900.0,660.0,9.0,6.054439346269371,2.0,1.0,2.0,0.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
79.0,4.7,35.0,2.0,3.0,1.0,4.0,840.0,600.0,10.0,5.384495062789089,3.0,4.0,2.0,0.0,15.0,8.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0
18.0,4.75,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,1.6094379124341003,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
125.0,4.97,65.0,2.0,3.0,1.0,4.0,920.0,660.0,8.666666666666666,0.0,1.0,3.0,2.0,0.0,9.0,8.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0
35.0,4.83,8.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
27.0,4.13,40.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,4.219507705176107,1.0,4.0,1.0,0.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0
112.0,0.0,55.0,2.0,2.0,1.0,5.0,900.0,660.0,9.0,1.0986122886681098,0.0,5.0,2.0,0.0,11.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
176.0,4.66,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,5.099866427824199,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
128.0,4.78,0.0,1.0,2.0,1.0,2.0,1020.0,720.0,7.0,6.815639990074331,4.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
33.0,4.41,0.0,1.0,1.0,5.0,1.0,840.0,660.0,10.0,7.028201432058005,0.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
52.0,4.98,20.0,1.0,2.0,1.0,2.0,780.0,660.0,11.0,0.0,3.0,5.0,3.0,1.0,9.0,8.0,4.0,0.0,2.0,1.0,0.0,5.0,4.0,1.0,0.0
266.0,5.0,90.0,5.0,9.0,2.0,9.0,900.0,660.0,9.0,0.0,0.0,7.0,1.0,1.0,18.0,9.0,3.0,0.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0
31.0,4.44,5.0,1.0,2.0,0.5,3.0,1020.0,660.0,7.0,3.4965075614664802,1.0,5.0,2.0,0.0,9.0,8.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0
41.0,0.0,50.0,1.0,1.0,1.0,2.0,900.0,700.0,9.0,1.0986122886681098,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,4.66,10.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,4.795790545596741,1.0,5.0,2.0,1.0,8.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
121.0,5.0,60.0,3.0,4.0,1.0,5.0,900.0,660.0,9.0,2.4849066497880004,2.0,3.0,3.0,1.0,15.0,8.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
32.0,4.52,8.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,5.697093486505405,2.0,3.0,2.0,0.0,7.0,9.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0
135.0,4.91,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,0.0,3.0,4.0,2.0,0.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
124.0,4.9,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,4.65,0.0,1.0,1.0,0.5,2.0,860.0,660.0,9.666666666666666,4.110873864173311,1.0,5.0,1.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
82.0,4.8,60.0,1.0,1.0,1.0,3.0,960.0,600.0,8.0,5.765191102784844,2.0,4.0,2.0,1.0,11.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
65.0,4.61,20.0,1.0,1.0,1.0,2.0,840.0,720.0,10.0,6.1903154058531475,1.0,3.0,2.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
108.0,4.44,45.0,1.0,1.0,1.0,2.0,1020.0,600.0,7.0,5.0238805208462765,3.0,2.0,1.0,0.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0
74.0,4.41,0.0,1.0,2.0,1.0,3.0,900.0,660.0,9.0,4.48863636973214,2.0,3.0,2.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
19.0,4.75,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,1.6094379124341003,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
85.0,4.81,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.973809611869261,3.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
42.0,3.94,40.0,1.0,1.0,0.0,2.0,900.0,660.0,9.0,2.8903717578961645,1.0,4.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
104.0,4.84,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
87.0,4.77,50.0,2.0,2.0,1.0,3.0,900.0,660.0,9.0,6.453624998892692,1.0,7.0,3.0,2.0,13.0,9.0,2.0,1.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0
51.0,4.44,50.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.302585092994046,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,4.57,30.0,1.0,1.0,0.5,1.0,1020.0,600.0,7.0,3.7612001156935624,1.0,6.0,0.0,0.0,11.0,8.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0
59.0,4.64,0.0,1.0,1.0,3.0,2.0,840.0,900.0,10.0,4.465908118654584,0.0,4.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
72.0,4.78,0.0,2.0,2.0,1.0,5.0,900.0,660.0,9.0,5.8971538676367405,2.0,4.0,2.0,0.0,8.0,6.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0
99.0,4.57,0.0,1.0,2.0,1.0,3.0,900.0,660.0,9.0,3.367295829986474,2.0,7.0,2.0,0.0,13.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
41.0,3.86,0.0,1.0,1.0,1.0,2.0,900.0,640.0,9.0,2.70805020110221,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,4.49,70.0,4.0,7.0,1.0,7.0,960.0,660.0,8.0,5.572154032177765,1.0,4.0,3.0,1.0,10.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
120.0,4.67,0.0,1.0,2.3333333333333335,1.0,2.0,960.0,720.0,8.0,3.332204510175204,0.0,2.0,1.0,0.0,7.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
95.0,4.74,90.0,3.0,4.0,1.0,5.0,900.0,660.0,9.0,5.075173815233827,3.0,3.0,2.0,0.0,14.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
116.0,4.53,50.0,2.0,3.0,1.0,4.0,1020.0,600.0,7.0,4.787491742782046,1.0,2.0,2.0,0.0,9.0,4.0,1.0,0.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0
55.0,4.78,0.0,1.0,1.0,0.5,2.0,900.0,960.0,9.0,4.189654742026425,1.0,5.0,2.0,0.0,2.0,6.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0
42.0,4.94,5.0,1.0,1.0,0.5,1.0,840.0,640.0,10.0,0.0,1.0,6.0,3.0,0.0,7.0,9.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0
107.0,4.51,0.0,2.0,4.0,1.0,4.0,960.0,720.0,8.0,5.272999558563747,1.0,2.0,2.0,1.0,9.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,0.0,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,0.0,6.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,4.86,20.0,1.0,1.0,0.5,2.0,960.0,660.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
37.0,4.13,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,3.8501476017100584,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,4.78,0.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,3.7376696182833684,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
99.0,4.7,35.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,5.564520407322694,2.0,3.0,3.0,0.0,12.0,6.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0
85.0,4.83,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.932245187448011,3.0,3.0,2.0,0.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
94.0,4.7,60.0,2.0,2.0,1.0,4.0,1020.0,660.0,7.0,3.4339872044851463,2.0,4.0,2.0,0.0,10.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
124.0,4.91,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35.0,4.92,25.0,1.0,1.0,0.5,2.0,880.0,840.0,9.333333333333334,0.0,3.0,5.0,2.0,0.0,13.0,9.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0
26.0,4.31,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,6.856461984594587,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
112.0,4.46,50.0,1.0,1.0,1.0,2.0,1020.0,600.0,7.0,4.653960350157523,2.0,2.0,1.0,0.0,13.0,6.0,1.0,0.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0
68.0,4.72,45.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,4.48863636973214,0.0,2.0,2.0,0.0,10.0,7.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
23.0,4.42,0.0,1.0,1.0,0.5,1.0,960.0,720.0,8.0,2.995732273553991,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
125.0,4.63,0.0,3.0,4.0,1.0,5.0,0.0,720.0,24.0,5.19295685089021,2.0,7.0,2.0,0.0,12.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
48.0,4.95,0.0,1.0,1.0,0.5,1.0,920.0,660.0,8.666666666666666,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
73.0,4.59,45.0,2.0,3.0,1.0,4.0,1080.0,720.0,6.0,4.77912349311153,0.0,4.0,2.0,0.0,13.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
115.0,4.52,50.0,2.0,3.0,1.0,4.0,1020.0,600.0,7.0,4.941642422609304,2.0,2.0,2.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0
115.0,4.88,74.0,3.0,4.0,1.0,5.0,960.0,660.0,8.0,0.0,2.0,5.0,3.0,1.0,16.0,8.0,2.0,1.0,1.0,7.0,0.0,1.0,4.0,0.0,0.0
109.0,4.48,0.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,5.19295685089021,0.0,3.0,2.0,1.0,9.0,7.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
169.0,4.76,100.0,3.0,9.0,4.0,10.0,900.0,660.0,9.0,5.717027701406222,3.0,3.0,2.0,0.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0
42.0,5.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,1.6094379124341003,1.0,4.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0
23.0,4.33,5.0,3.0,2.0,0.5,2.0,720.0,600.0,12.0,2.302585092994046,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
42.0,4.13,50.0,1.0,1.0,1.0,2.0,900.0,680.0,9.0,2.833213344056216,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,4.69,0.0,1.0,2.0,1.0,3.0,1020.0,660.0,7.0,5.579729825986222,0.0,5.0,2.0,0.0,11.0,8.0,2.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0
29.0,0.0,7.0,1.0,2.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0
49.0,4.86,10.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
68.0,4.91,45.0,1.0,1.0,1.0,4.0,900.0,720.0,9.0,0.0,1.0,4.0,3.0,1.0,16.0,10.0,2.0,4.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0
119.0,4.91,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
142.0,4.79,60.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,5.58724865840025,1.0,4.0,3.0,0.0,11.0,7.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0
52.0,0.0,28.333333333333332,1.0,1.0,0.5,1.0,900.0,720.0,9.0,0.0,1.0,6.0,2.0,0.0,12.0,9.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
118.0,4.92,60.0,2.0,3.0,1.0,4.0,900.0,620.0,9.0,0.0,1.0,2.0,2.0,1.0,15.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
61.0,5.0,0.0,1.0,1.0,0.8333333333333334,2.0,960.0,720.0,8.0,0.0,1.0,5.0,2.0,0.0,15.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
80.0,4.8,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,5.934894195619588,3.0,3.0,2.0,0.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
42.0,4.84,10.0,1.0,1.0,0.5,1.0,960.0,660.0,8.0,4.844187086458591,0.0,6.0,1.0,1.0,10.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0
119.0,4.9,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
